"10026,20201129.23446.202,1958,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,17,2,99999998,4,99999998,5,99999998, , , , , , , , , , , ,99999998, , , , , , , , , , ,32,36, , , , , , , ,Schutz der KMU,99, , , , , , , , ,2,99999998,4,99999998,5,99999998, , , , , , , ,99999998, , , , , ,17,12, , , , , , ,""Jemand profitiert immer, also warum nicht die Schweiz"",99, , , , , , ,8,8,7,7,6,7,7,6,6,4,6,7,8,8,0,5,7,5,4,4,4,3,4,1,4,4,3,8,3,1,1,5,2,1,1,2,2,2,1,2,2,1,1,3,3,3,1,1,2,1,1,4,3,4,0,3,4,0,2,0,3,1,2,0,0,0,0,0,5,1,1,1,1,5,3,5,4,1,10,4,1,1,1,2,2,32,9,3,33,23,2,1,99999998,99999998,98,2,2,.771958027785799,.785922667579139";;;;
10027,20201129.12262.202,1967,99999998,99999998, ,2,4,2,0,0,0,0,0,0,0,0,0,0,1,1,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , , , , , ,99999998, , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,7,6,3,5,7,8,8,5,8,5,9,10,9,8,1,5,5,9,6,6,3,4,3,2,3,5,4,4,2,3,6,5,3,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , , , , , , , , , , , , , , , , , ,99999998,99999998,8,1,2,2,2, ,99999998,32,2,99999998,99999998,23,99999998,2,51,1,11,2,2,2.14346541096122,2.14728597585712;;;;
10028,20201129.29393.202,1948,99999998,99999998, ,2,1,2,1,0,0,0,0,0,0,0,0,0,0,9,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , , , , , ,99999998, , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,5,3,2,4,4,7,5,2,2,5,5,5,0,2,0,5,3,4,1,8,2,3,4,9,4,8,1,8,1,9,2,9,9,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , , , , , , , , , , , , , , , , , ,99999998,99999998,98,9,1,1,1,1,2,60,7,3,32,22,1,2,60,7,7,1,2,2.83247817193781,2.84154189640216;;;;
10030,20201129.14044.202,1965,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,4,2,99999998,4,99999998,3,99999998, , , , , , , , , , , ,99999998, , , , , , , , , , ,99, , , , , , , , , , , , , , , , , , ,2,99999998,4,99999998,3,99999998, , , , , , , ,99999998, , , , , ,99, , , , , , , , , , , , , , , ,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,3,2,2,8,8,2,2,1,2,8,8,2,2,1,1,2,2,1,8,8,1,2,1,2,2,8,1,8,1,8,8,2,2,4,2,6,5,4,0,4,3,2,2,5,5,7,5,0,0,2,5,4,5,3,2,4,3,3,4,1,4,4,1,1,1,2,5,22,3,99999998,33,23,3,2,22,7,5,2,1,.559258506422539,.585307749184417;;;;
10035,20201129.20447.202,1964,99999998,99999998, ,1,2,2,0,0,0,0,0,0,0,1,0,0,0,10,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , , , , , ,99999998, , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,8,7,5,3,6,9,8,4,4,6,4,9,8,9,0,7,5,6,4,4,2,3,4,1,2,5,1,3,2,1,2,5,5,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , , , , , , , , , , , , , , , , , ,99999998,99999998,1,10,1,1,1,5,1,32,3,99999998,33,10,1,1,99999998,99999998,9,1,2,2.48635228883427,2.48644215692366;;;;
10036,20201129.27736.202,1961,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,6,2,99999998,3,99999998,6,99999998, , , , , , , , , , , ,99999998, , , , , , , , , , ,32,15, , , , , , , ,Schwächung KMU Zu einseitig,99, , , , , , , , ,2,99999998,4,99999998,4,99999998, , , , , , , ,99999998, , , , , ,99, , , , , , , , , , , , , , , ,9,6,6,4,5,7,5,6,6,7,5,8,5,5,4,7,4,5,4,2,2,1,4,2,3,3,1,3,6,1,2,3,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,8,1,1,3,2,8,5,8,9,6,8,4,3,8,7,0,0,0,0,1,1,2,0,0,0,3,3,9,3,1,8,6,1,1,1,5,6,51,3,99999998,33,21,2,1,99999998,99999998,4,2,2,.455958430099428,.47151818280855;;;;
"10039,20201129.12891.202,1949,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,2,99999998,4,99999998,10,99999998, , , , , , , , , , , ,99999998, , , , , , , , , , ,12, , , , , , , , ,Ne pas mettre l'integrité e la suisse en question,99, , , , , , , , ,2,99999998,3,99999998,10,99999998, , , , , , , ,99999998, , , , , ,31,34,44,52,45, , , ,""Si ce n'est pas nos industries qui fabriquent, ce seront les autres."",99, , , , , , ,9,9,5,5,9,8,7,5,5,5,7,6,5,5,5,5,5,5,2,5,6,2,5,4,6,1,1,2,6,1,1,6,4,1,1,2,3,1,1,1,4,1,8,8,8,8,8,8,8,1,1,4,2,9,9,10,10,10,0,0,6,0,2,0,0,0,0,3,0,4,6,0,0,4,4,10,2,1,8,1,1,2,1,1,4,40,7,3,98,21,1,1,99999998,99999998,15,1,2,1.1665939441196,1.20344981858913";;;;
10043,20201129.13929.202,1945,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,5,1,2,99999998,99999998,7,99, , , , , , , , , , , , , , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,1,2,99999998,99999998,7,99, , , , , , , , , , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,6,5,5,5,5,5,6,5,5,4,5,6,6,5,5,5,4,5,3,6,3,2,3,5,6,6,2,3,3,2,3,6,3,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,3,4,3,4,0,6,5,4,4,3,0,3,3,0,0,3,0,0,98,0,2,0,98,5,3,5,4,1,10,5,1,1,2, ,99999998,40,7,3,33,10,2,1,99999998,99999998,5,2,2,.900430780792393,.854312960459146;;;;
10044,20201129.15609.202,2002,99999998,99999998, ,2,4,1,8,8,8,8,8,8,8,8,8,8,8,99,1,8,99999998,99999998,3,99, , , , , , , , , , , , , , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,1,8,99999998,99999998,3,99, , , , , , , , , , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,98,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,8,1,98,16,1,1,2, ,99999998,33,6,98,99999998,98,99999998,8,99999998,99999998,98,3,8,.844311417474531,.820663046268127;;;;
10045,20201129.22201.202,2002,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,16,8,99999998,99999998,99999998,98,99999998, , , , , , , , , , , ,99999998, , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,8,99999998,99999998,99999998,98,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,7,98,98,1,98,7,8,98,98,98,98,98,98,6,98,8,98,5,1,1,9,9,9,3,9,3,1,9,8,6,9,9,1,8,8,8,2,2,2,8,2,8,8,4,3,4,8,8,8,1,1,4,3,98,98,0,98,98,98,98,98,98,98,98,98,98,98,98,0,98,98,0,0,5,98,10,2,1,98,11,1,2,2, ,99999998,33,6,6,99999998,10,99999998,4,98,98,98,8,8,.496766837344687,.496744606342201;;;;
10047,20201129.21702.202,1962,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,17,1,4,99999998,99999998,3,42, , , , , , , , , , ,Die CH unternehmen sollten Verantwortung für ihr Tun im Asuland übernehmen müssen,99, , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,1,4,99999998,99999998,3,99, , , , , , , , , , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,8,6,6,5,6,7,6,5,5,6,6,7,5,6,5,5,5,6,4,6,4,3,4,3,4,4,5,5,6,2,1,5,3,1,2,1,2,1,3,3,3,1,2,3,2,3,2,2,3,1,1,3,3,9,9,9,9,2,2,2,9,3,2,0,0,0,0,0,0,0,0,0,0,9,0,9,2,1,10,3,1,1,2, ,99999998,32,8,3,33,23,1,2,60,3,15,1,2,.553176635627071,.555564317490413;;;;
"10048,20201129.25473.202,1982,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,3,2,99999998,4,99999998,4,99999998, , , , , , , , , , , ,99999998, , , , , , , , , , ,15,100,28, , , , , , ,""Initiative excessive, le contr projet suffit"",15,100,22,28,16, , , ,""initiative excessive, le contre projet suffit"",2,99999998,4,99999998,1,99999998, , , , , , , ,99999998, , , , , ,99, , , , , , , , ,17,26, , , , ,Réaliste plutôt qui idéaliste,7,7,6,7,5,7,8,4,5,4,6,8,7,8,0,5,6,6,1,1,6,2,6,1,3,1,1,1,3,2,1,5,6,1,1,2,4,2,1,1,1,1,1,4,3,4,1,1,1,1,1,4,3,10,10,9,9,10,8,5,8,3,3,0,0,0,0,6,6,4,0,0,0,6,0,7,3,1,10,3,1,1,1,1,2,52,7,3,98,10,2,1,99999998,99999998,7,1,2,.487853363033313,.5035097827599";;;;
"10050,20201129.14053.202,1953,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,11,1,4,99999998,99999998,10,40,33,43,49,27,46, , , , , ,""Per la salute dell'ambiente, per lo sfruttamento dei paesi del terzo mondo e per i bambini"",99, , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,1,4,99999998,99999998,10,21,31,32, , , , ,La svizzera ü un paese neutro che non dovrebbe finanziare l'industrie delle guerre,99, , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,5,5,5,0,0,5,5,5,5,5,5,5,5,0,5,5,5,98,4,1,1,1,1,6,4,4,1,1,6,1,1,6,1,1,1,1,1,1,4,1,4,1,1,1,1,1,4,4,4,1,1,2,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,1,10,11,2,2,2, ,99999998,97,7,98,99999998,10,99999998,1,99999998,99999998,4,2,1,.133831042225558,.13908237467641";;;;
10056,20201129.28245.202,1988,99999998,99999998, ,2,3,1,8,8,8,8,8,8,8,8,8,8,8,16,1,4,99999998,99999998,10,35,34,42, , , , , , , , ,il faut changer les choses et les entreprises doivent payé pour leurs fautes,99, , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,2,99999998,4,99999998,10,99999998, , , , , , , ,99999998, , , , , ,29, , , , , , , ,stop au armes,91, , , , , ,il faut arrêter d'être hypocrite et de se faire de l'argents pour que au final des gens meurent,5,5,5,5,5,8,5,5,3,5,5,5,5,1,5,5,5,5,3,6,1,1,2,6,1,2,1,1,1,1,1,6,1,1,1,1,1,1,4,4,4,1,1,1,1,1,4,4,4,1,1,3,3,5,5,0,0,5,0,0,6,0,0,4,0,5,0,2,2,5,0,0,2,5,0,7,4,1,4,16,1,1,2, ,99999998,32,4,99999998,99999998,10,99999998,1,99999998,99999998,3,1,1,.477416323999924,.485343049843457;;;;
"10057,20201129.26748.202,1972,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,10,2,99999998,4,99999998,7,99999998, , , , , , , , , , , ,99999998, , , , , , , , , , ,23,21,45, , , , , , ,""ich glaube es ist nicht möglich bis zur letzten Zulieferer Stufe für eine Firma zu kontrollieren, z.B. Abbau von Rohstoffen. Der Aufwand würde zu intensiv, bzw. die Verfolgung aus der Schweiz unmöglich.  Es muss vor Ort, von den Regierungen, Firmen, Unter"",32,40, , , , , , ,- zu unkonkret/definiert - wie ist ein KMU definiert ist unklar - die ganz Grossen Firmen kämen sowieso wider davon (siehe Nestle),2,99999998,2,99999998,7,99999998, , , , , , , ,99999998, , , , , ,45,41,43,44,53,59,52, ,""der Mensch ist nicht fähig ohne Krieg zu leben, es gibt immer solche die mehr und das wollen welches der andere hat. Daher braucht es auch immer Material zur Verteidigung, darin zu investieren finde ich nicht falsch."",35,31,34, , , ,Die Schweizer leben auch von vielen Firmen die direkt und indirekt von in dieser Industrie tätig sind => Arbeistplätze,8,8,5,5,7,8,8,4,5,8,8,5,8,6,5,5,7,6,2,5,2,2,4,2,8,3,1,3,4,4,3,5,2,1,1,2,2,1,1,1,3,1,2,4,2,3,3,2,3,3,1,4,1,7,0,7,0,0,0,0,7,0,5,0,0,0,0,6,5,5,5,0,6,5,2,8,5,1,10,10,1,1,2, ,99999998,51,3,99999998,33,10,1,1,99999998,99999998,12,1,1,.749819216544134,.763383367563066";;;;
10059,20201129.20225.202,1975,99999998,99999998, ,1,3,1,8,8,8,8,8,8,8,8,8,8,8,99,2,99999998,8,99999998,98,99999998, , , , , , , , , , , ,99999998, , , , , , , , , , ,99, , , , , , , , , , , , , , , , , , ,1,4,99999998,99999998,10,99, , , , , , , , , , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,8,8,98,18,9,8,8, ,99999998,22,98,99999998,99999998,98,99999998,8,99999998,99999998,98,8,8,.109850716976001,.113493779034634;;;;
"10061,20201129.25979.202,1983,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,2,1,4,99999998,99999998,8,44,45,25,22,20,24,49,42, , , ,Es geht um Gerechtigkeit gegenüber schwächeren Ländern/Personen. Die Grosskonzerne müssen dies wahrnehmen und auch gemäss unserem schweizer Gestzt umsetzten.,99, , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,1,4,99999998,99999998,10,21,22, , , , , ,""Ein Land, dass sich gegen aussen immer als NEUTRAL bezeichnet und damit Werbung macht, darf keine Waffen produzieren, die dann in Kriegshandlungen eingestzt werden."",99, , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,5,4,5,7,2,9,5,8,3,7,5,5,7,3,7,8,0,1,1,2,2,2,1,5,2,1,1,1,6,1,6,5,1,1,1,1,1,1,3,1,4,1,1,1,1,1,3,3,4,1,1,3,3,7,5,7,0,0,3,0,3,0,0,0,0,0,0,3,3,5,3,7,3,5,0,7,1,1,10,2,1,1,1,2,2,60,3,99999998,33,21,2,3,99999998,99999998,11,1,1,.70652611079384,.709575696535666";;;;
