CODERESP,SECURITYID,BIRTHYEARR,CONTROL1,CONTROL3,CONTROL3@,S11,POLINT,PART,NONVOTE_01,NONVOTE_02,NONVOTE_03,NONVOTE_04,NONVOTE_05,NONVOTE_06,NONVOTE_07,NONVOTE_08,NONVOTE_09,NONVOTE_10,NONVOTE_98,PARTY15,VOTE1,VOTE1A,VOTE1B,VOTE1C,IMPORTANCE1,REASON1ACC1,REASON1ACC1_01,REASON1ACC1_02,REASON1ACC1_03,REASON1ACC1_04,REASON1ACC1_05,REASON1ACC1_06,REASON1ACC1_07,REASON1ACC1_08,REASON2ACC1,REASON2ACC1_01,REASON2ACC1_02,REASON2ACC1_03,REASON2ACC1_04,REASON2ACC1_05,REASON2ACC1_06,REASON2ACC1_07,REASON1DEN1,REASON1DEN1_01,REASON1DEN1_02,REASON1DEN1_03,REASON1DEN1_04,REASON1DEN1_05,REASON2DEN1,REASON2DEN1_01,REASON2DEN1_02,REASON2DEN1_03,REASON2DEN1_04,REASON2DEN1_05,VOTE2,VOTE2A,VOTE2B,VOTE2C,IMPORTANCE2,REASON1ACC2,REASON1ACC2_01,REASON1ACC2_02,REASON1ACC2_03,REASON1ACC2_04,REASON2ACC2,REASON2ACC2_01,REASON2ACC2_02,REASON2ACC2_03,REASON2ACC2_04,REASON1DEN2,REASON1DEN2_01,REASON1DEN2_02,REASON1DEN2_03,REASON1DEN2_04,REASON1DEN2_05,REASON2DEN2,REASON2DEN2_01,REASON2DEN2_02,REASON2DEN2_03,REASON2DEN2_04,VOTE3,VOTE3A,VOTE3B,VOTE3C,IMPORTANCE3,REASON1ACC3,REASON1ACC3_01,REASON1ACC3_02,REASON1ACC3_03,REASON1ACC3_04,REASON1ACC3_05,REASON2ACC3,REASON2ACC3_01,REASON2ACC3_02,REASON2ACC3_03,REASON1DEN3,REASON1DEN3_01,REASON1DEN3_02,REASON1DEN3_03,REASON1DEN3_04,REASON1DEN3_05,REASON2DEN3,REASON2DEN3_01,REASON2DEN3_02,REASON2DEN3_03,REASON2DEN3_04,TRUST_1,TRUST_2,TRUST_3,TRUST_4,TRUST_5,TRUST_6,TRUST_7,TRUST_8,TRUST_9,TRUST_10,TRUST_26,TRUST_27,TRUST_28,TRUST_29,LRSP,VALUE1,VALUE2,VALUE3,VALUE4,VALUE5,VALUE6,VALUE7,VALUE8,VALUE9,VALUE10,VALUE12,VALUE13,VALUE14,VALUE16,DIFFICUL1,DECTIME1,ARGU1_1,ARGU1_2,ARGU1_3,ARGU1_4,ARGU1_5,ARGU1_6,DIFFICUL2,DECTIME2,ARGU2_1,ARGU2_2,ARGU2_3,ARGU2_4,ARGU2_5,ARGU2_6,DIFFICUL3,DECTIME3,ARGU3_1,ARGU3_2,ARGU3_3,ARGU3_4,ARGU3_5,ARGU3_6,COVID1A,COVID1B,COVID1C,COVID2,ONLINE,MEDIAUSE_1,MEDIAUSE_2,MEDIAUSE_3,MEDIAUSE_4,MEDIAUSE_5,MEDIAUSE_6,MEDIAUSE_7,MEDIAUSE_8,MEDIAUSE_9,MEDIAUSE_10,MEDIAUSE_11,MEDIAUSE_12,MEDIAUSE_13,MEDIAUSE_14,MEDIAUSE_15,MEDIAUSE2_1,MEDIAUSE2_2,MEDIAUSE2_3,MEDIAUSE2_4,MEDIAUSE2_5,MEDIAUSE2_6,MEDIAUSE2_7,MEDIAUSE2_8,DISCUS,VOTEWIE,PART2,PARTYA,CITIZENREPA,ORIGINPARENTS,CONFESSD,CONFESSR,CULT,EDUC,ACTI,ACTIPREV,S17JOBPOSITION,WORKLOAD,S17SECTOR,MAINEARNER,EDUCMAIN,ACTIMAIN,INCOME,INCOMEPRECARIAT,HABITAT,GEWVORL1,GEWVORL2,GEWVORL3
12428,20210307.21748.203,1990,99999998,99999998, ,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,7,7,7,3,5,8,7,9,7,7,2,4,7,7,7,3,6,3,1,3,4,6,4,1,4,1,1,4,3,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,4,1,1,1,1,2,2,32,3,99999998,32,10,1,1,99999998,99999998,9,1,1,3.36338835331327,3.37241117201411,3.39740225076537
12430,20210307.15983.203,1993,99999998,99999998, ,1,3,2,0,0,0,0,0,0,0,1,0,0,0,99,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,4,5,5,5,5,5,4,5,5,5,3,5,3,5,98,4,6,4,2,3,6,3,1,6,5,2,1,3,2,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,5,18,2,2,2, ,99999998,32,3,99999998,33,10,1,1,99999998,99999998,7,2,1,.287391932287575,.287447593058056,.287625504275016
12432,20210307.19591.203,1982,99999998,99999998, ,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,9,6,5,7,6,7,6,4,5,5,5,6,1,4,8,4,2,3,3,4,3,3,4,2,5,4,2,4,3,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,1,18,2,2,8, ,99999998,51,98,99999998,99999998,23,99999998,2,51,3,7,2,2,2.3581952727987,2.36518256607533,2.37808998190119
12435,20210307.22636.203,1978,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,17,2,99999998,2,99999998,4, ,99999998, , , , , , , , ,99999998, , , , , , ,"Wenn sich jemand aus kulturellen Gruenden verhuellen moechte, soll er das tun",33, , , , ,Art und Werise des Abstimmungskampf,16, , , , ,3,99999998,99999998,1,0, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,1,4,99999998,99999998,6,Wirtschaftabkommen grundsaetzlich wichtig Abkommen bringt keine eischneidende Nachteile,12, , , , , ,99, , , ,99999998, , , , , ,99999998, , , ,9,6,7,4,4,3,9,1,4,1,7,98,0,0,6,4,2,5,5,4,5,5,3,4,4,2,2,1,2,1,2,4,2,4,1,1,2,2,3,2,1,3,3,4,4,1,1,4,3,1,3,4,3,1,1,1,2,1,2,0,0,10,0,0,3,10,0,0,5,10,7,0,0,4,9,9,3,4,6,5,10,3,1,9,16,1,1,1,1,1,51,8,3,33,22,3,2,52,3,9,2,2,.60360199151386,.564245768356937,.612530588079732
12436,20210307.29747.203,1998,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,2,2,99999998,4,99999998,0, ,99999998, , , , , , , , ,99999998, , , , , , , ,99, , , , , , , , , , ,2,99999998,4,99999998,0, ,99999998, , , , ,99999998, , , , ,99, , , , , , , , , ,1,8,99999998,99999998,0, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,7,7,6,0,5,10,7,4,5,2,0,2,0,0,3,1,1,6,6,6,6,6,1,6,6,6,6,1,3,8,2,4,3,3,2,2,3,1,2,2,3,3,4,3,3,2,2,2,3,4,3,3,4,1,1,1,1,2,7,0,0,8,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,3,1,10,3,1,2,2, ,99999998,33,3,99999998,33,21,1,1,99999998,99999998,6,1,1,.502424523685027,.477271428147903,.50985648371805
12440,20210307.17177.203,2002,99999998,99999998, ,1,2,2,0,0,0,1,0,0,0,0,0,0,0,5,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,10,10,5,9,98,10,10,98,4,8,8,5,98,98,2,1,1,1,1,9,6,2,1,1,5,1,8,6,9,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,10,16,1,1,2, ,99999998,22,98,99999998,99999998,98,99999998,4,98,3,7,8,8,1.32445582101469,1.32684453608263,1.328091358693
12442,20210307.10616.203,1947,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,17,1,4,99999998,99999998,9,Ich moechte das Gesicht meiner Mitmenschen sehen. Das ist auch Teil unserer Traditionen,41,63,65,64, , , , ,"So wie ich mich im Ausland anpasse, erwarte ich es von Fremden in der Schweiz (Kopftuch trug ich in der Tuerkei)",100, , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,8,99999998,5, ,99999998, , , , ,99999998, , , ,??? -mangel in das Projekt (private Anbieter geht nicht!),22, , , , ,"Digitalitaet in der CH ist noch nicht Vertrauenswuerdig, siehe contact tracing, Anmeldung fuers Impfen etc etc",51, , , ,2,99999998,2,99999998,8, ,99999998, , , , , ,99999998, , ,Nachhaltigkeit zu wenig gesichert,52, , , , , ,99, , , ,5,5,0,5,5,8,5,5,5,10,0,5,0,5,5,8,6,2,3,8,3,1,3,3,6,1,1,6,2,1,1,8,1,1,4,4,4,2,3,4,8,2,1,1,1,1,1,8,8,4,1,1,8,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,98,98,9,98,5,3,1,8,6,1,1,1,1,2,33,7,3,32,21,2,8,99999998,99999998,7,2,1,.726445565006147,.789505461844755,.690065402900666
12443,20210307.18468.203,1991,99999998,99999998, ,2,3,2,0,0,0,0,0,0,0,1,0,0,0,17,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,6,7,5,98,5,8,7,7,7,8,98,10,98,8,98,2,4,1,1,3,2,6,2,1,2,2,3,4,2,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,5,5,1,2,2, ,99999998,32,3,99999998,33,23,1,8,99999998,99999998,3,3,1,.678741819496399,.678873275144196,.679293453199117
12447,20210307.29698.203,1966,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,4,99999998,99999998,10,Aus eigener Erfahrung: Familien Druck (junge frauen die sich verhüllen nicht die gleichen Chancen haben wegen der Gesellschaft und Sicherheitsgründe,15,21, , , , , , ,"Ich bin der Meinung das wir unsere Kultur immer mehr verlieren, weil wir uns immer andern anpassen, statt Umgekehrt. zB. Kein Kruez in Schulzimmern usw.",63,61, , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,4,99999998,5, ,99999998, , , , ,99999998, , , ,Ich lese immer beide Seiten das was für mich stimmt (Bauchgfühl) nehme ich dann,13, , , , , ,99, , , ,2,99999998,8,99999998,9, ,99999998, , , , , ,99999998, , ,"Wirtschaftlich, umweltfreundlicher werden",33,54, , , ,aufhören andere Länder auszubeuten und es ist nicht Umweltfreundlich,54,22, , ,0,0,2,0,5,10,5,9,8,10,0,5,0,8,5,8,8,2,2,5,1,6,5,3,6,6,1,8,9,1,2,1,1,1,4,1,4,1,2,4,4,4,4,4,4,1,2,4,4,4,4,4,4,8,8,8,8,8,10,10,10,10,10,98,98,10,98,98,98,10,10,98,10,98,98,98,98,98,98,98,5,2,1,98,1,1,1,1,1,2,98,3,99999998,33,21,8,1,99999998,99999998,3,3,1,.597168452862586,.910691262135555,.844410285723384
12448,20210307.25911.203,1945,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,3,1,2,99999998,99999998,7, ,99, , , , , , , , , , , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,2,99999998,10, ,99999998, , , , ,99999998, , , ,"Les risques liés au sociétés privées, facilement ""piratables"".",41,40,42, , ,Cela relève de l'Etat,21, , , ,1,4,99999998,99999998,7,L'économie doit pouvoir travailler avec des partenaires étrangers.,31, , , , ,Le lien avec l'huile de palme était anecdotique !,17, , , ,99999998, , , , , ,99999998, , , ,9,8,5,6,8,10,7,4,8,7,6,8,5,5,7,2,2,6,1,6,2,3,1,6,6,3,3,5,1,2,2,1,1,2,3,8,1,1,2,1,1,2,3,1,1,1,2,1,1,2,4,8,4,1,1,1,3,3,2,0,7,8,0,1,0,3,0,6,98,0,0,7,5,0,0,0,0,0,7,0,9,3,1,9,3,1,1,2, ,99999998,52,7,7,99999998,10,99999998,1,99999998,99999998,6,1,1,.403953296369611,.42648813480308,.498780057685731
12455,20210307.17847.203,1980,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,9,2,99999998,4,99999998,6, ,99999998, , , , , , , , ,99999998, , , , , , ,"Aus liberaler Perspektive hat der Staat niemandem vorzuschreiben, was er/sie tragen darf/soll/muss.",43, , , , ,Es betrifft eine verschwindend kleine Minderheit in der Schweiz. Dafür eigens eine Verfassungsbestimmung einzuführen ist nachgerade absurd.,44,43, , , ,2,99999998,2,99999998,10, ,99999998, , , , ,99999998, , , ,Gewisse Kompetenzen dürfen nicht vom Staat an Private delegiert werden,21,22,41, , , ,99, , , ,1,2,99999998,99999998,8,Der Freihandel hat grundsätzlich ökonomische Vorteile,35, , , , , ,99, , , ,99999998, , , , , ,99999998, , , ,7,6,3,6,5,9,7,4,2,7,4,8,3,5,5,2,2,3,3,4,4,3,1,1,4,5,4,4,1,1,1,8,2,4,1,1,1,2,2,3,2,2,2,2,2,1,2,2,2,2,3,2,3,1,2,1,3,1,10,0,0,8,0,0,0,10,7,6,0,7,4,0,8,5,3,3,0,3,7,2,7,3,1,7,9,1,2,2, ,99999998,52,3,99999998,33,10,2,1,99999998,99999998,14,2,1,.334558844343733,.317809680682599,.339507703013331
12459,20210307.14903.203,1994,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,9,2,99999998,4,99999998,6, ,99999998, , , , , , , , ,99999998, , , , , , ,Freiheit,32, , , , , ,99, , , , ,2,99999998,4,99999998,6, ,99999998, , , , ,99999998, , , ,Gegen Privatisierung,41, , , , , ,99, , , ,3,99999998,99999998,4,3, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,6,7,3,4,3,5,5,4,3,5,3,7,4,4,3,1,1,1,3,2,6,4,3,3,4,2,3,5,3,1,1,2,1,4,1,1,1,2,1,2,2,2,8,2,2,2,8,8,8,8,8,8,8,1,1,1,8,3,7,6,5,6,0,0,6,7,7,0,0,8,0,0,6,3,2,4,2,3,7,2,6,3,1,9,9,1,2,2, ,99999998,33,6,2,99999998,22,99999998,1,99999998,99999998,1,3,1,.669044049772752,.642750430134462,.646132791712896
12461,20210307.20364.203,1975,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,17,1,4,99999998,99999998,8,Tout en chacun doit pouvoir être identifiable dans les lieux publics,41, , , , , , , ,"Lorsque l'on parle de ""burka"" spécifiquement, les droits de la femme sont bafoués lorsque cette dernière est imposée, de plus, nous sommes en terres chrétiennes, la burka n'a rien à faire chez nous.",20,62,52,60, , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,2,99999998,8, ,99999998, , , , ,99999998, , , ,"Données trop floues, manque de confiance",42,52,31, , , ,99, , , ,1,2,99999998,99999998,8, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,9,3,3,5,5,7,5,4,5,7,5,6,3,5,7,3,5,3,4,3,3,2,4,3,3,2,1,5,2,1,1,1,1,2,4,4,3,2,2,2,3,2,2,2,2,2,1,2,3,3,2,1,2,1,3,1,4,3,5,5,5,10,10,8,0,8,0,0,0,0,0,0,0,2,0,0,0,5,5,0,10,3,1,7,3,1,1,1,1,2,33,5,3,32,10,1,1,99999998,99999998,6,1,1,.314062478288589,.333852857306076,.297662199329713
12465,20210307.11918.203,1948,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,16,2,99999998,4,99999998,3, ,99999998, , , , , , , , ,99999998, , , , , , ,Son inutilité!,43, , , , , ,99, , , , ,2,99999998,4,99999998,3, ,99999998, , , , ,99999998, , , ,méfiance vis-à-vis des nouvelles technologies et manque évident de controle de l'Etat.,43,22, , , , ,99, , , ,2,99999998,4,99999998,2, ,99999998, , , , , ,99999998, , ,manque de confiance aux 'partenaires' indonésiens. Imposibilité d'avoir un strict controle de la situation.,53, , , , , ,99, , , ,7,5,3,2,2,5,5,4,4,3,0,5,0,3,5,1,6,3,6,2,3,3,3,9,9,9,9,6,6,1,1,1,1,4,1,8,1,1,1,4,4,8,8,1,1,1,1,8,8,4,1,1,8,1,1,1,8,2,5,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,1,10,16,1,1,1,1,2,52,7,1,11,10,1,1,99999998,99999998,98,2,2,.868205151311643,.772775388764395,.729836094616515
12466,20210307.15971.203,1974,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,3,2,99999998,4,99999998,3, ,99999998, , , , , , , , ,99999998, , , , , , ,Konnte/kann kantonal geregelt werden,47, , , , ,Bundesverfassung braucht keine Kleidervorschriften,43, , , , ,1,4,99999998,99999998,7,Ein wichtiger Schritt für die digitale Zukunft,42, , , , ,99, , , , ,99999998, , , , , ,99999998, , , ,1,2,99999998,99999998,7,Ein Abkommen das wichtig ist und auf fairer Grundlagen basiert,41,51, , , , ,99, , , ,99999998, , , , , ,99999998, , , ,8,7,6,4,7,7,8,6,6,5,5,9,3,5,7,3,4,4,2,5,3,3,3,1,4,2,3,2,3,1,1,8,2,8,2,2,2,2,2,2,2,2,3,3,8,1,2,2,8,2,3,3,4,1,2,1,3,3,8,5,7,6,3,2,2,6,2,6,4,2,2,0,2,5,5,4,2,4,8,3,7,4,1,10,3,1,1,1,2,2,33,3,99999998,33,22,2,2,51,3,11,1,2,.576898261382401,.317804616971333,.374400343453493
12467,20210307.14166.203,1939,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,99,1,2,99999998,99999998,10,"Ce ne sont pas les quelques personnes concernées par le port du Niqab qui m'ont motivé, mais la stratégie qui est derrière. J'ai regardé des débats à la télévision, où des Suissesses converties à l'Islam se montraient le plus offensives. Comme avec les Je",96, , , , , , , , ,99, , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,4,99999998,10, ,99999998, , , , ,99999998, , , ,Je ne crois plus à la sécurité absolue dans le NET. Ce serait pourtant indispensable pour ce projet.,40,42, , , , ,99, , , ,1,3,99999998,99999998,8,"On a accepté le traité avec le Mercosur qui pour moi est tout aussi néfaste pour l'écologie. Si l'occasion de voter m'avait été donnée, j'aurais voté NON deux fois. La situation est grave, la monoculture, l'utilisation des pesticides, la déforestation et",54, , , , , ,99, , , ,99999998, , , , , ,99999998, , , ,9,3,1,3,3,7,4,7,3,5,98,7,0,98,98,2,9,2,2,8,2,1,8,2,2,1,3,6,2,1,2,1,1,8,4,4,4,1,1,8,8,8,8,3,8,2,2,2,8,8,1,4,8,1,1,1,4,3,7,7,7,5,5,0,0,6,1,2,98,0,0,7,5,3,0,0,0,0,5,0,7,3,1,10,16,1,1,2, ,99999998,32,9,3,32,10,1,8,99999998,99999998,4,1,2,.583633424327997,.603647062076351,.524173173436768
12483,20210307.15776.203,2000,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,17,1,4,99999998,99999998,8, ,99, , , , , , , , , , , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,3,99999998,8, ,99999998, , , , ,99999998, , , , ,99, , , , , , , , , ,2,99999998,8,99999998,8, ,99999998, , , , , ,99999998, , , ,99, , , , , , , , , ,4,4,5,7,5,5,5,5,5,5,1,2,2,7,6,2,6,5,1,5,1,1,4,1,5,1,1,5,1,1,1,2,1,2,3,4,4,1,1,3,3,3,2,2,2,1,1,3,3,3,2,3,2,1,1,1,4,3,0,0,5,5,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,4,3,1,10,16,1,1,1,2,1,33,6,6,99999998,98,99999998,4,51,3,98,8,2,.399629109611579,.413332972173379,.460410444239347
12486,20210307.25069.203,1948,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,2,1,4,99999998,99999998,10,Sono assolutamente contraria a qualsiasi dissimulazione in pubblico del proprio viso,41, , , , , , , , ,98, , , , , , , ,99999998, , , , , ,99999998, , , , ,1,4,99999998,99999998,10,"Ê una questione di sicurezza generale, se non ho nulla da nascondere non vedo perchè non possa essere identificato anche con mezzi elettronici.",52,42, , , ,98, , , , ,99999998, , , , , ,99999998, , , ,2,99999998,2,99999998,10, ,99999998, , , , , ,99999998, , ,"Credo che prima di sviluppare partenariati con paesi in via di sviluppo, bisogna destinare soldi e aiuti allo sviluppo interno e alle fasce di popolazione svizzera in gravi difficoltà.",32,29, , , , ,98, , , ,7,7,2,0,0,9,7,5,8,5,0,5,0,5,3,3,3,1,4,5,4,6,3,6,3,6,5,6,6,2,1,1,1,2,1,3,4,2,1,2,3,3,1,1,1,2,1,3,4,4,1,1,1,1,1,1,4,3,3,4,4,2,3,5,2,4,0,0,0,5,0,0,5,0,0,2,0,0,2,0,5,5,1,10,2,1,1,2, ,99999998,51,7,1,11,10,1,3,99999998,99999998,3,3,1,.102740142314448,.103862314857552,.154196338485034
12488,20210307.15962.203,1959,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,3,1,4,99999998,99999998,3,"les hooligans et tous partisans à la destruction des biens publiques ou privés, criminels en tous genres",36, , , , , , , , ,99, , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,3,99999998,8, ,99999998, , , , ,99999998, , , , ,99, , , , , , , , , ,1,4,99999998,99999998,8,Pourquoi pas????,12, , , , , ,99, , , ,99999998, , , , , ,99999998, , , ,3,5,5,0,5,3,5,0,5,3,3,3,5,5,5,3,6,5,3,2,1,1,5,1,3,2,9,6,6,1,1,1,1,1,1,3,3,1,1,3,4,3,3,2,3,1,1,1,2,2,3,2,3,1,1,1,4,3,8,0,8,2,3,8,0,8,0,4,8,0,0,0,0,3,5,2,3,5,1,0,2,2,1,10,3,1,1,2, ,99999998,32,2,99999998,99999998,10,99999998,3,99999998,99999998,5,3,8,.657446466918803,.679991261098469,.590466184020245
12490,20210307.15038.203,1961,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,99,1,4,99999998,99999998,8, ,99, , , , , , , , , , , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,2,99999998,8, ,99999998, , , , ,99999998, , , , ,99, , , , , , , , , ,2,99999998,2,99999998,8, ,99999998, , , , , ,99999998, , , ,98, , , , , , , , , ,8,8,5,9,5,9,8,8,8,5,5,9,5,9,7,3,6,3,9,3,1,2,1,1,5,1,1,6,3,8,1,1,2,1,3,4,4,1,8,3,3,2,2,2,2,2,2,2,2,3,2,1,1,1,2,1,4,8,8,8,8,8,8,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,8,3,8,2,1,10,4,1,1,1,9,4,32,3,99999998,33,21,2,8,99999998,99999998,98,2,7,.54365391510062,.410161746082054,.472977401646632
12492,20210307.17883.203,1994,99999998,99999998, ,1,2,2,0,0,0,0,0,0,0,1,0,0,0,9,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,10,9,7,6,3,10,5,5,5,7,5,3,9,8,4,1,1,1,3,4,6,3,1,1,1,2,1,4,3,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,5,9,1,1,1,1,1,52,3,99999998,33,10,1,1,99999998,99999998,8,1,1,2.99296785705516,3.00681765436484,3.02784966398156
