CODERESP;SECURITYID;BIRTHYEARR;CONTROL1;CONTROL3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON1ACC3_04;REASON1ACC3_05;REASON2ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON2ACC3_04;REASON2ACC3_05;REASON1DEN3;REASON1DEN3_01;REASON1DEN3_02;REASON2DEN3;REASON2DEN3_01;REASON2DEN3_02;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_8;TRUST_9;TRUST_18;TRUST_30;TRUST_32;TRUST_36;TRUST_37;TRUST_38;TRUST_39;TRUST_51;TRUST_52;TRUST_53;LRSP;VALUE1;VALUE2;VALUE4;VALUE5;VALUE6;VALUE8;VALUE12;VALUE13;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;COVID1A;COVID1B;COVID1C;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;MEDKONS_1;MEDKONS_2;MEDKONS_3;MEDKONS_4;MEDKONS_5;MEDKONS_6;MEDKONS_7;MEDKONS_8;MEDKONS_9;MEDKONS_10;MEDKONS_11;MEDKONS_12;MEDHAUPT;MEDNR_1;MEDNR_2;MEDNR_3;MEDNR_4;MEDNR_5;MEDNR_6;MEDNR_7;MEDNR_8;MEDNR_9;MEDNR_10;MEDNR_11;MEDNR_12;MEDNR_13;MEDNR_14;MEDNR_15;MEDNR_16;MEDNR_17;MEDNR_18;MEDNR_19;MEDNR_20;MEDNR_21;MEDNR_22;MEDNR_23;MEDNR_24;MEDNR_25;MEDNR_26;MEDNR_27;MEDNR_28;MEDNR_29;MEDNR_30;MEDNR_31;MEDNR_32;MEDNR_33;MEDNR_34;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSD;CONFESSR;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3
10294;20220515.33883.214;1947;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;2;1;8;99999998;99999998;6; ;999; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;5; ;999; ; ; ; ; ; ;99999998; ; ; ;99999998; ;2;99999998;4;99999998;7; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;999; ; ; ; ;3;3;4;5;3;6;7;5;5;3;8;1;1;8;8;8;1;7;2;1;1;1;1;6;1;6;6;1;1;8;2;1;4;4;3;1;1;1;1;1;4;4;4;1;1;3;1;4;4;1;4;1;1;1;3;6;8;8;7;0;3;0;4;3;10;0;0;0;5;3;5;0;5;0;0;5;0;5;2;1;10;5;1;2;1;3;4;1;3;5;4;1;1;6;0;5;5;99999998;99999998;99999998;99999998;5;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;4;4;5;5;3;0;4;0;5;1;1;2;99999998;99999998;52;1;99999998;12;10;1;1;99999998;99999998;98;1;2;1.272488025;1.230050372;2.232504678
10300;20220515.49704.214;1943;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;10;1;2;99999998;99999998;5; ;999; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;9;Hoffnung auf mehr Organspenden;202; ; ; ;999; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;9;Zugehörigkeit zu Europa;208; ; ; ; ; ;999; ; ; ; ; ;99999998; ; ;99999998; ;8;6;5;6;4;8;5;6;5;8;10;2;8;9;10;5;98;8;5;1;1;2;4;2;4;4;6;2;2;3;2;4;3;2;3;1;1;1;1;1;3;4;2;1;2;2;1;2;3;3;3;1;1;1;2;10;9;8;10;8;8;2;0;8;2;0;2;0;0;0;0;0;2;1;0;5;0;10;3;1;10;5;1;1;1;1;1;1;5;5;3;1;1;9;0;0;0;99999998;99999998;99999998;99999998;5;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;5;3;0;5;0;10;1;1;1;2;4;33;7;3;33;10;2;1;99999998;99999998;7;1;2;0.714557086;0.681308052;0.705564851
10302;20220515.44301.214;1948;99999998;99999998; ;2;4;2;0;0;0;0;0;0;0;0;0;1;0;16;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;7;98;98;4;98;5;98;98;98;8;8;0;0;9;10;5;0;10;98;8;9;9;9;9;9;9;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;1;3;1;1;1;1;1;5;3;3;4;1;8;0;0;0;99999998;99999998;99999998;99999998;0;2;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;1;1;1;4;0;18;1;1;1;5;7;32;7;8;99999998;10;99999998;1;99999998;99999998;3;1;2;2.829335872;2.810620665;2.832424705
10303;20220515.36418.214;1970;99999998;99999998; ;1;2;2;0;0;0;0;0;0;0;1;0;0;0;17;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;6;6;5;7;7;7;5;7;5;7;9;5;7;9;9;7;7;9;6;3;4;2;4;2;3;1;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;4;3;2;2;1;5;1;5;5;3;5;1;6;99999998;99999998;99999998;99999998;99999998;1;0;0;1;99999998;99999998;99999998;99999998;99999998;99999998;0;1;0;99999998;99999998;99999998;99999998;99999998;1;0;1;99999998;99999998;99999998;1;99999998;1;1;1;3;1;2;8;99999998;99999998;32;3;99999998;31;10;3;1;99999998;99999998;10;1;2;0.496352312;0.496074762;0.496646809
10304;20220515.38838.214;1968;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;6;x aiutare il cinema svizzero;203; ; ; ;no;998; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;8;x agevolare una decisione dopo la mia morte;404; ; ;no;998; ; ;99999998; ; ; ;99999998; ;2;99999998;4;99999998;4; ;99999998; ; ; ; ; ;99999998; ; ; ; ;perché x una piccola CH ciò che paga è sufficiente;408; ;no;998; ;4;5;0;6;3;8;7;2;1;9;5;4;3;6;7;2;1;10;4;4;5;4;6;5;4;1;6;1;2;2;1;3;3;3;4;1;2;1;2;3;1;4;3;1;1;4;3;2;3;1;1;1;2;3;2;9;8;7;0;3;2;1;0;6;5;4;0;0;0;0;0;0;0;0;0;0;0;1;4;1;10;5;2;2;3;1;1;1;4;3;4;1;1;98;99999998;99999998;99999998;99999998;99999998;5;0;98;0;99999998;99999998;99999998;99999998;99999998;99999998;1;1;0;99999998;99999998;99999998;99999998;99999998;0;0;0;99999998;99999998;99999998;1;99999998;2;3;4;16;1;2;2;99999998;99999998;31;9;3;33;98;2;8;99999998;99999998;4;2;2;0.180300974;0.1978446;0.200836561
10306;20220515.41519.214;1979;99999998;99999998; ;2;1;1;8;8;8;8;8;8;8;8;8;8;8;2;1;3;99999998;99999998;4;Filmförderung in der Schweiz;212; ; ; ;Habe Zeitungsinterview einer Fimschaffenden gelesen. Das hat mich umgestimmt;906; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;8;Hilfe für kranke Menschen;201; ; ;Mein Neffe braucht eine neue Niere;106; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;7; ;999; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ;99999998; ;7;7;8;7;7;10;9;10;3;7;9;0;3;8;10;7;4;10;5;2;3;3;4;2;3;2;3;1;2;2;1;1;1;4;3;1;1;1;1;1;4;3;4;1;1;1;1;1;8;8;3;1;1;1;3;7;7;7;6;0;7;2;6;0;0;0;0;0;0;0;5;1;1;0;0;7;0;7;4;1;10;5;2;3;3;2;4;4;5;5;4;1;1;8;5;1;0;99999998;99999998;99999998;99999998;5;0;1;0;0;0;0;99999998;99999998;99999998;99999998;1;1;99999998;99999998;99999998;99999998;99999998;0;0;0;0;4;1;4;5;4;2;1;1;1;1;2;32;3;99999998;33;21;1;2;51;3;15;1;2;0.503187567;0.466307622;0.526836064
10309;20220515.43596.214;1963;99999998;99999998; ;1;3;2;0;0;0;1;0;0;0;0;0;0;0;3;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;6;6;4;4;6;8;3;98;6;8;8;0;7;7;8;8;6;7;9;1;6;1;6;1;1;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;5;4;2;2;3;1;3;2;3;4;1;1;98;4;1;4;99999998;99999998;99999998;99999998;5;98;0;0;0;0;2;99999998;99999998;99999998;99999998;98;0;99999998;99999998;99999998;99999998;99999998;5;0;0;0;2;2;2;1;1;99999998;1;1;2;99999998;99999998;32;5;3;32;98;1;2;98;98;98;1;1;1.619824014;1.612446183;1.623509589
10310;20220515.47554.214;1995;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;9;1;4;99999998;99999998;10;Financer le cinéma suisse et mettre sur un pied d’égalité avec les autres médias suisses;203;401; ; ;Mettre sur un pied d’égalité avec les autres médias suisses;207; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;10;Augmenter le nombre de donneur;202; ; ;Simplifier le choix pour les familles;404; ; ;99999998; ; ; ;99999998; ;1;2;99999998;99999998;7;Il faut aider les pays du Sud à gérer les flux migratoires;201; ; ; ; ;Ne pas rompre les accords Schengen-Dublin;400;403; ; ; ; ;99999998; ; ;99999998; ;9;9;8;9;5;10;5;6;7;10;7;0;5;9;5;10;3;5;6;1;3;3;3;6;1;3;5;1;1;1;2;1;2;4;3;1;1;1;1;1;4;4;4;2;2;2;1;1;2;3;3;1;1;1;2;6;8;10;6;0;0;0;0;0;7;0;0;0;6;0;5;5;5;0;4;7;2;10;2;2;10;4;2;1;2;2;4;2;1;5;3;5;1;9;0;99999998;99999998;5;1;99999998;99999998;1;1;99999998;99999998;99999998;99999998;99999998;1;99999998;99999998;99999998;0;99999998;0;0;1;99999998;99999998;1;99999998;99999998;99999998;5;99999998;0;5;0;9;1;2;2;99999998;99999998;52;3;99999998;33;10;1;1;99999998;99999998;12;1;1;0.539495245;0.549161282;0.66016889
10316;20220515.38574.214;2000;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;2;99999998;2; ;99999998; ; ; ; ;99999998; ; ; ;999; ; ; ; ; ;1;4;99999998;99999998;8;Organe sind grundsätzlich Magelware in der Medizin und viele Menschen müssen Jahre lang auf eine Transplantation warten.;202; ; ; ;999; ; ;99999998; ; ; ;99999998; ;3;99999998;99999998;4;2; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;8;8;5;3;5;10;5;8;7;10;10;0;0;10;7;5;5;10;6;3;8;3;5;6;3;2;4;1;2;3;4;3;1;1;1;1;1;1;1;1;4;4;4;8;8;8;8;8;8;8;8;1;1;1;3;9;0;6;8;1;4;6;5;6;0;5;8;9;6;2;5;8;5;0;8;7;1;10;2;1;8;5;4;1;4;4;5;1;1;2;4;4;1;98;0;5;0;99999998;99999998;99999998;99999998;1;1;0;0;2;0;0;99999998;99999998;99999998;99999998;0;3;99999998;99999998;99999998;99999998;99999998;1;4;1;0;0;0;0;0;0;3;1;1;2;99999998;99999998;33;9;6;99999998;98;99999998;4;32;3;9;2;2;0.174436653;0.284251338;0.220134015
10321;20220515.40258.214;1967;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;9;1;2;99999998;99999998;4;Soutien au cinéma Suisse;212; ; ; ;Netflix est déjà plus cher en Suisse qu’en Europe;205; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;9;Aucune raison, c’est pour moi une évidence;102; ; ; ;999; ; ;99999998; ; ; ;99999998; ;1;2;99999998;99999998;6;Solidarité européenne;405; ; ; ; ; ;999; ; ; ; ; ;99999998; ; ;99999998; ;9;8;6;7;7;8;4;8;7;6;9;5;9;8;10;6;3;9;6;4;4;2;5;1;4;6;2;1;2;2;2;8;2;2;3;1;1;1;2;1;3;3;4;1;2;2;1;2;8;3;3;1;1;1;3;9;9;9;9;9;6;5;9;4;8;0;7;0;10;3;3;4;1;0;0;8;0;9;2;1;10;5;1;3;5;2;5;2;5;5;4;3;2;9;5;99999998;99999998;0;0;99999998;99999998;5;0;99999998;99999998;99999998;99999998;99999998;0;99999998;99999998;99999998;0;99999998;0;2;0;99999998;99999998;5;99999998;99999998;99999998;5;99999998;0;5;5;9;1;1;1;1;3;52;3;99999998;32;10;1;1;99999998;99999998;15;1;2;0.418325975;0.432520848;0.329618344
10326;20220515.45957.214;2001;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;2;99999998;99999998;7;Il sistema di trasmissione streaming odierno non mi piace. Accettando l'oggetto qualcosa sarebbe cambiato qui in CH;900; ; ; ; ;999; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;10;Donare gli organi può salvare vite;201; ; ;Chi non vuole donare ora si deve annunciare e non viceversa;304; ; ;99999998; ; ; ;99999998; ;2;99999998;4;99999998;8; ;99999998; ; ; ; ; ;99999998; ; ; ; ;Non sono convinto dell'operato di Frontex;401; ; ;999; ;7;7;5;6;4;9;5;6;5;7;7;4;4;9;9;9;4;9;3;3;4;1;3;6;3;8;3;1;3;2;2;8;3;2;3;1;1;2;1;1;2;4;3;2;3;3;3;3;2;2;2;3;2;1;3;6;6;6;10;10;6;0;6;0;0;0;0;6;0;0;5;5;0;0;4;4;0;7;2;1;9;3;4;1;3;1;3;1;4;3;1;5;1;8;99999998;99999998;99999998;99999998;99999998;0;2;1;2;99999998;99999998;99999998;99999998;99999998;99999998;1;0;0;99999998;99999998;99999998;99999998;99999998;0;1;0;99999998;99999998;99999998;2;99999998;0;2;0;2;1;1;2;99999998;99999998;33;6;6;99999998;10;99999998;4;52;3;7;1;1;0.249548449;0.273829985;0.277971057
10330;20220515.44205.214;1965;99999998;99999998; ;2;3;2;0;0;0;0;0;0;0;0;0;0;1;99;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;9;9;98;7;7;9;7;8;7;9;10;98;98;10;10;98;98;10;98;3;3;2;2;2;3;2;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;2;2;1;2;1;5;1;2;4;1;5;1;6;99999998;99999998;99999998;99999998;99999998;0;0;0;0;99999998;99999998;99999998;99999998;99999998;99999998;0;0;0;99999998;99999998;99999998;99999998;99999998;3;3;3;99999998;99999998;99999998;1;99999998;1;0;0;3;2;2;8;99999998;99999998;32;3;99999998;33;10;1;1;99999998;99999998;5;2;1;0.351149271;0.350952916;0.351357615
10331;20220515.43087.214;1958;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;6;Taxer Netflix et les autres;210; ; ; ; ;999; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;8;Le manque d'organe disponible;202; ; ; ;999; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;8;La solidarité avec l'Europe;405;203; ; ; ; ;999; ; ; ; ; ;99999998; ; ;99999998; ;8;8;5;4;5;8;5;7;8;8;6;3;4;7;5;6;3;7;4;2;2;2;3;3;2;3;4;1;1;2;2;2;3;3;3;1;1;1;1;2;2;2;3;1;1;2;1;2;3;8;3;8;1;1;2;7;1;3;6;5;2;5;1;0;2;0;0;0;0;0;5;5;0;2;0;5;0;9;3;1;9;4;4;2;5;1;2;2;2;5;3;1;1;9;0;99999998;99999998;3;0;99999998;99999998;0;3;99999998;99999998;99999998;99999998;99999998;4;99999998;99999998;99999998;0;99999998;0;0;0;99999998;99999998;3;99999998;99999998;99999998;5;99999998;0;1;0;2;1;1;2;99999998;99999998;32;7;3;32;10;1;1;99999998;99999998;2;2;1;0.4286056;0.436284847;0.524475583
10332;20220515.34226.214;2001;99999998;99999998; ;2;4;2;0;0;0;0;0;0;0;1;0;0;0;99;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;8;9;98;7;7;7;9;9;8;8;8;98;9;9;9;98;8;10;98;2;8;9;9;3;2;2;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;3;3;2;1;1;3;2;2;3;3;5;2;11;0;99999998;99999998;98;0;99999998;99999998;1;1;99999998;99999998;99999998;99999998;99999998;0;99999998;99999998;99999998;0;99999998;0;0;0;99999998;99999998;2;99999998;99999998;99999998;1;99999998;0;0;0;18;2;2;1;2;2;52;3;99999998;33;23;2;8;99999998;99999998;98;8;8;1.284298643;1.282920988;1.284914732
10333;20220515.44648.214;1945;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;16;1;4;99999998;99999998;5; ;999; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;8; ;999; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;7; ;999; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ;99999998; ;8;8;5;7;9;7;8;8;7;10;9;6;8;9;10;8;3;10;7;2;6;2;3;3;5;5;3;2;2;2;8;8;8;8;8;1;1;1;1;1;4;2;1;2;1;2;1;1;8;4;3;1;1;1;3;8;8;8;8;6;7;7;5;5;98;98;98;98;8;98;5;4;4;4;98;6;98;10;4;1;8;98;5;98;5;98;98;98;5;5;98;98;98;2;98;99999998;99999998;98;98;99999998;99999998;98;5;99999998;99999998;99999998;99999998;99999998;5;99999998;99999998;99999998;98;99999998;98;98;98;99999998;99999998;98;99999998;99999998;99999998;5;99999998;98;5;98;16;1;1;1;2;2;32;7;3;33;10;1;1;99999998;99999998;5;1;1;0.426220444;0.475224965;0.516164972
10334;20220515.32125.214;1967;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998;9;Favoriser le développement du cinéma Suisse;212; ; ; ; ;999; ; ; ;99999998; ; ; ;99999998; ;1;3;99999998;99999998;9;Il y a trop de décès dû au manque des organes à implanter sur des patients malades. Le registre des personnes qui se positionnent sur le refus de donner ses organes, est une solution d'avoir une confirmation efficace du choix des opposants à la transplantation. Cela évite à la famille de prendre la décision à la place du défunt.;404;205; ;#NAME?;201; ; ;99999998; ; ; ;99999998; ;1;3;99999998;99999998;9;Renforcer la sécurité territoriale du pays;210; ; ; ; ; ;999; ; ; ; ; ;99999998; ; ;99999998; ;10;10;9;8;8;8;5;8;5;10;10;5;5;9;9;8;7;9;8;1;6;4;5;1;5;2;1;1;2;1;2;1;4;4;8;1;1;1;2;1;1;4;1;1;1;1;1;3;3;4;3;1;1;1;2;8;8;9;9;8;5;5;2;0;2;5;0;5;0;0;5;0;0;0;0;8;0;10;2;1;10;3;3;3;3;2;4;2;5;5;4;2;2;9;98;99999998;99999998;1;1;99999998;99999998;0;2;99999998;99999998;99999998;99999998;99999998;2;99999998;99999998;99999998;0;99999998;3;3;3;99999998;99999998;3;99999998;99999998;99999998;5;99999998;2;5;2;3;2;2;2;99999998;99999998;21;2;99999998;99999998;10;99999998;1;99999998;99999998;98;8;8;0.244622107;0.265602777;0.277430682
10335;20220515.35315.214;1945;99999998;99999998; ;2;2;2;0;0;0;1;0;0;0;0;0;0;0;16;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;5;5;0;0;5;5;0;0;5;5;5;0;0;8;8;5;0;8;5;1;6;1;6;1;3;3;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;1;1;1;3;1;1;1;1;5;1;1;1;9;0;0;0;99999998;99999998;99999998;99999998;0;0;0;0;0;1;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;5;4;0;0;0;16;1;1;1;1;1;32;7;3;33;10;1;1;99999998;99999998;5;1;7;3.443301795;3.423464745;3.447277217
10338;20220515.46016.214;2004;99999998;99999998; ;1;3;2;0;0;0;0;0;0;0;1;0;0;0;99;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;9;98;8;5;8;9;98;98;8;8;9;0;5;8;9;98;9;9;7;3;4;3;4;3;1;1;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;1;4;1;1;1;4;3;2;2;1;5;4;2;0;0;0;99999998;99999998;99999998;99999998;3;3;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;3;0;0;0;0;0;0;0;0;16;1;1;1;1;1;21;4;99999998;99999998;10;99999998;4;98;3;6;1;1;2.744599296;2.726329001;2.750966356
